ZIP Code,YoY Growth 2024,Total Exposure 2024,YoY Growth 2023,Total Exposure 2023,YoY Growth 2022,Total Exposure 2022,YoY Growth 2021,Total Exposure 2021,Total Exposure 2020
95690,102.5%,"$ 3 ,756,660",73.5%,"$ 1 ,854,940",40.1%,"$ 1 ,069,407",52.5%,"$ 7 63,400","$ 5 00,441"
95693,444.1%,"$ 2 5,466,683",51.8%,"$ 4 ,680,891",11.6%,"$ 3 ,084,378",64.3%,"$ 2 ,763,931","$ 1 ,682,169"
95742,168.1%,"$ 1 3,921,743",0.0%,"$ 5 ,192,800",0.0%,$ -,-100.0%,$ -,"$ 9 13,410"
95757,1050.1%,"$ 1 1,792,079",-38.7%,"$ 1 ,025,272",6.8%,"$ 1 ,671,373",61.3%,"$ 1 ,565,569","$ 9 70,702"
95758,663.3%,"$ 1 9,097,907",456.6%,"$ 2 ,502,078",6.6%,"$ 4 49,547",-42.0%,"$ 4 21,783","$ 7 27,065"
95811,63.5%,"$ 1 3,058,809",69.8%,"$ 7 ,988,305",61.0%,"$ 4 ,703,615",5.9%,"$ 2 ,922,367","$ 2 ,759,718"
95814,55.7%,"$ 3 ,238,173",108.8%,"$ 2 ,080,057",7.8%,"$ 9 96,294",6.4%,"$ 9 24,416","$ 8 68,493"
95815,64.6%,"$ 1 9,499,548",9.2%,"$ 1 1,844,871",11.3%,"$ 1 0,846,122",-44.5%,"$ 9 ,744,011","$ 1 7,557,924"
95816,76.0%,"$ 2 8,466,122",151.4%,"$ 1 6,177,768",34.2%,"$ 6 ,435,852",-5.8%,"$ 4 ,795,561","$ 5 ,089,175"
95817,35.5%,"$ 8 ,052,935",-18.1%,"$ 5 ,945,316",10.4%,"$ 7 ,259,109",5.7%,"$ 6 ,574,825","$ 6 ,217,716"
95818,120.2%,"$ 2 4,649,835",1.6%,"$ 1 1,192,258",46.6%,"$ 1 1,010,980",41.2%,"$ 7 ,510,428","$ 5 ,319,383"
95819,349.2%,"$ 1 2,764,168",7.3%,"$ 2 ,841,749",-29.3%,"$ 2 ,649,488",295.5%,"$ 3 ,748,638","$ 9 47,786"
95820,154.8%,"$ 1 8,278,213",-1.5%,"$ 7 ,173,270",26.6%,"$ 7 ,280,777",-32.8%,"$ 5 ,749,148","$ 8 ,558,366"
95821,65.6%,"$ 1 1,686,804",74.0%,"$ 7 ,055,331",84.2%,"$ 4 ,053,697",-41.2%,"$ 2 ,200,251","$ 3 ,741,129"
95822,148.5%,"$ 2 0,801,858",8.6%,"$ 8 ,370,082",24.9%,"$ 7 ,707,417",-19.3%,"$ 6 ,170,785","$ 7 ,644,554"
95823,298.3%,"$ 1 9,914,425",10.0%,"$ 4 ,999,727",-12.9%,"$ 4 ,545,065",41.6%,"$ 5 ,219,529","$ 3 ,685,291"
95824,339.2%,"$ 1 1,301,442",-29.2%,"$ 2 ,573,055",17.5%,"$ 3 ,632,756",-5.8%,"$ 3 ,092,539","$ 3 ,283,985"
95825,252.0%,"$ 1 ,928,900",5.9%,"$ 5 48,005",-47.2%,"$ 5 17,300",33.4%,"$ 9 80,007","$ 7 34,450"
95826,40.0%,"$ 4 ,304,174",204.4%,"$ 3 ,073,411",-46.2%,"$ 1 ,009,734",-45.0%,"$ 1 ,876,151","$ 3 ,409,902"
95827,134.8%,"$ 6 ,902,149",45.9%,"$ 2 ,939,584",62.1%,"$ 2 ,014,944",267.9%,"$ 1 ,243,186","$ 3 37,884"
95828,370.7%,"$ 2 7,130,515",219.3%,"$ 5 ,763,288",30.5%,"$ 1 ,804,705",-27.7%,"$ 1 ,382,570","$ 1 ,912,315"
95829,187.8%,"$ 1 8,230,323",116.3%,"$ 6 ,333,577",-20.4%,"$ 2 ,927,469",-4.7%,"$ 3 ,680,005","$ 3 ,859,641"
95830,207.2%,"$ 2 ,073,500",0.0%,"$ 6 75,000",0.0%,$ -,0.0%,$ -,$ -
95831,224.7%,"$ 1 1,935,064",113.4%,"$ 3 ,675,375",60.4%,"$ 1 ,721,912",-36.8%,"$ 1 ,073,204","$ 1 ,698,384"
95832,549.0%,"$ 5 ,688,900",-54.4%,"$ 8 76,591",161.5%,"$ 1 ,922,586",4.7%,"$ 7 35,120","$ 7 02,069"
95833,474.5%,"$ 1 0,116,954",-11.2%,"$ 1 ,761,153",-2.8%,"$ 1 ,983,833",-70.4%,"$ 2 ,041,462","$ 6 ,906,316"
95834,0.0%,"$ 7 ,739,242",-100.0%,$ -,-38.6%,"$ 7 81,680",158.8%,"$ 1 ,272,691","$ 4 91,767"
95835,919.5%,"$ 7 ,696,899",0.0%,"$ 7 55,000",0.0%,$ -,0.0%,$ -,$ -
95837,0.0%,"$ 2 ,130,000",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
95838,108.8%,"$ 2 7,609,480",23.3%,"$ 1 3,225,370",-2.3%,"$ 1 0,727,956",-13.7%,"$ 1 0,985,646","$ 1 2,734,955"
95841,273.3%,"$ 5 ,951,780",95.1%,"$ 1 ,594,455",6.3%,"$ 8 17,088",2.8%,"$ 7 68,794","$ 7 48,036"
95842,177.5%,"$ 6 ,654,484",73.1%,"$ 2 ,397,745",164.8%,"$ 1 ,385,323",-54.3%,"$ 5 23,219","$ 1 ,143,977"
95843,402.6%,"$ 5 ,026,967",99.2%,"$ 1 ,000,100",0.0%,"$ 5 02,150",-100.0%,$ -,"$ 7 60,200"
95864,1008.6%,"$ 1 4,882,282",0.0%,"$ 1 ,342,400",-100.0%,$ -,-28.5%,"$ 8 80,000","$ 1 ,230,623"
95023,120.2%,"$ 1 11,445,084",30.1%,"$ 5 0,618,067",34.4%,"$ 3 8,912,607",78.2%,"$ 2 8,942,648","$ 1 6,237,693"
95043,-1.2%,"$ 5 0,347,588",39.9%,"$ 5 0,966,562",70.4%,"$ 3 6,443,023",130.5%,"$ 2 1,391,779","$ 9 ,279,009"
95045,97.8%,"$ 6 2,586,900",18.6%,"$ 3 1,645,402",37.0%,"$ 2 6,675,970",53.6%,"$ 1 9,472,956","$ 1 2,677,195"
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
95075,44.9%,"$ 1 6,380,816",452.3%,"$ 1 1,302,355",0.0%,"$ 2 ,046,368",0.0%,$ -,$ -
91701,110.2%,"$ 1 85,250,106",68.9%,"$ 8 8,116,163",44.3%,"$ 5 2,180,727",24.3%,"$ 3 6,172,405","$ 2 9,107,830"
91708,346.9%,"$ 2 8,264,885",39.0%,"$ 6 ,324,605",-0.7%,"$ 4 ,551,065",22.0%,"$ 4 ,583,492","$ 3 ,756,961"
91709,83.4%,"$ 1 ,907,626,952",44.8%,"$ 1 ,040,381,414",30.2%,"$ 7 18,573,522",40.8%,"$ 5 51,764,892","$ 3 91,948,535"
91710,100.4%,"$ 1 39,947,213",56.4%,"$ 6 9,849,381",0.9%,"$ 4 4,665,652",27.2%,"$ 4 4,255,775","$ 3 4,792,833"
91730,166.6%,"$ 4 7,847,613",17.7%,"$ 1 7,948,164",8.5%,"$ 1 5,247,308",-7.3%,"$ 1 4,046,691","$ 1 5,160,548"
91737,88.0%,"$ 3 58,682,617",32.1%,"$ 1 90,838,772",28.8%,"$ 1 44,469,286",19.5%,"$ 1 12,128,008","$ 9 3,824,793"
91739,113.9%,"$ 3 60,846,848",80.9%,"$ 1 68,699,629",19.4%,"$ 9 3,258,079",46.6%,"$ 7 8,131,784","$ 5 3,287,628"
91759,21.1%,"$ 8 8,146,312",15.5%,"$ 7 2,760,161",29.3%,"$ 6 3,005,605",1.2%,"$ 4 8,739,933","$ 4 8,171,348"
91761,163.3%,"$ 1 28,540,639",46.7%,"$ 4 8,827,814",13.1%,"$ 3 3,287,854",1.2%,"$ 2 9,441,582","$ 2 9,088,830"
91762,142.2%,"$ 1 16,989,426",68.9%,"$ 4 8,301,796",-4.9%,"$ 2 8,601,234",5.6%,"$ 3 0,075,022","$ 2 8,481,127"
91763,94.6%,"$ 5 7,740,698",46.0%,"$ 2 9,677,856",16.1%,"$ 2 0,330,510",7.4%,"$ 1 7,512,512","$ 1 6,298,749"
91764,86.5%,"$ 1 00,270,164",49.8%,"$ 5 3,773,922",9.7%,"$ 3 5,887,251",16.2%,"$ 3 2,701,955","$ 2 8,138,861"
91784,88.2%,"$ 2 80,638,774",43.0%,"$ 1 49,140,293",29.0%,"$ 1 04,293,850",34.8%,"$ 8 0,863,293","$ 5 9,985,229"
91786,138.8%,"$ 6 4,695,160",54.3%,"$ 2 7,089,096",13.4%,"$ 1 7,560,190",3.6%,"$ 1 5,485,796","$ 1 4,952,123"
92242,472.4%,"$ 1 2,602,712",69.4%,"$ 2 ,201,869",-13.2%,"$ 1 ,300,010",46.4%,"$ 1 ,496,857","$ 1 ,022,625"
92252,146.3%,"$ 1 08,170,767",82.5%,"$ 4 3,923,967",46.4%,"$ 2 4,070,758",13.4%,"$ 1 6,443,562","$ 1 4,498,330"
92256,115.2%,"$ 7 5,811,418",95.9%,"$ 3 5,226,426",23.7%,"$ 1 7,985,968",33.8%,"$ 1 4,539,534","$ 1 0,864,360"
92267,1566.6%,"$ 4 ,578,517",292.1%,"$ 2 74,724",5.4%,"$ 7 0,064",0.0%,"$ 6 6,500",$ -
92268,26.8%,"$ 4 0,815,345",92.0%,"$ 3 2,187,489",0.0%,"$ 1 6,768,368",0.0%,$ -,$ -
92277,191.7%,"$ 7 3,579,285",92.7%,"$ 2 5,220,009",-0.3%,"$ 1 3,087,929",41.5%,"$ 1 3,128,128","$ 9 ,277,523"
92280,275.8%,"$ 9 30,020",59.9%,"$ 2 47,500",5.0%,"$ 1 54,773",-44.6%,"$ 1 47,400","$ 2 65,970"
92284,161.5%,"$ 2 36,638,475",244.7%,"$ 9 0,486,223",-35.8%,"$ 2 6,248,643",39.6%,"$ 4 0,859,361","$ 2 9,277,765"
92285,33.9%,"$ 3 0,427,444",40.3%,"$ 2 2,727,259",15.3%,"$ 1 6,194,763",5.1%,"$ 1 4,039,974","$ 1 3,356,693"
92301,218.9%,"$ 2 07,747,941",88.3%,"$ 6 5,146,636",24.8%,"$ 3 4,602,715",11.3%,"$ 2 7,729,569","$ 2 4,909,462"
92304,0.0%,$ -,0.0%,$ -,0.0%,$ -,-100.0%,$ -,"$ 4 8,986"
92305,16.7%,"$ 1 52,767,490",14.4%,"$ 1 30,898,532",19.0%,"$ 1 14,398,847",17.1%,"$ 9 6,113,482","$ 8 2,047,720"
92307,299.8%,"$ 2 01,914,081",98.0%,"$ 5 0,499,958",20.3%,"$ 2 5,507,323",-15.0%,"$ 2 1,194,329","$ 2 4,925,035"
92308,295.7%,"$ 2 10,318,808",58.2%,"$ 5 3,156,465",47.9%,"$ 3 3,595,497",21.4%,"$ 2 2,716,394","$ 1 8,715,519"
92309,-0.1%,"$ 1 ,638,164",574.7%,"$ 1 ,639,456",0.0%,"$ 2 43,000",0.0%,$ -,$ -
92311,189.2%,"$ 6 3,633,416",41.9%,"$ 2 2,003,000",21.4%,"$ 1 5,502,875",11.9%,"$ 1 2,768,902","$ 1 1,407,535"
92313,235.2%,"$ 1 23,692,897",104.9%,"$ 3 6,905,143",-4.3%,"$ 1 8,007,513",47.6%,"$ 1 8,825,447","$ 1 2,751,036"
92314,13.8%,"$ 2 ,997,638,508",19.5%,"$ 2 ,633,556,052",45.4%,"$ 2 ,203,838,757",31.0%,"$ 1 ,516,168,262","$ 1 ,157,791,765"
92315,11.7%,"$ 3 ,819,468,885",20.5%,"$ 3 ,419,154,696",37.1%,"$ 2 ,837,908,126",45.3%,"$ 2 ,069,932,955","$ 1 ,424,404,302"
92316,98.7%,"$ 1 25,835,705",31.2%,"$ 6 3,327,662",13.5%,"$ 4 8,280,356",13.0%,"$ 4 2,546,337","$ 3 7,662,929"
92317,16.6%,"$ 8 8,699,985",13.6%,"$ 7 6,086,530",16.3%,"$ 6 6,969,511",25.7%,"$ 5 7,602,987","$ 4 5,826,580"
92318,0.0%,"$ 1 ,744,800",0.0%,$ -,-100.0%,$ -,0.0%,"$ 3 08,750",$ -
92321,6.5%,"$ 1 54,506,655",18.7%,"$ 1 45,115,439",11.8%,"$ 1 22,203,647",51.4%,"$ 1 09,314,662","$ 7 2,208,576"
92322,0.9%,"$ 2 71,304,997",9.3%,"$ 2 68,932,142",12.7%,"$ 2 46,054,328",40.6%,"$ 2 18,353,581","$ 1 55,300,548"
92324,107.8%,"$ 4 90,385,961",51.4%,"$ 2 36,013,164",30.8%,"$ 1 55,913,225",41.7%,"$ 1 19,242,870","$ 8 4,175,300"
92325,6.3%,"$ 2 ,391,468,082",11.5%,"$ 2 ,248,880,600",19.0%,"$ 2 ,017,761,636",30.7%,"$ 1 ,696,116,120","$ 1 ,297,752,524"
92327,40.0%,"$ 1 ,329,553",0.0%,"$ 9 49,400",0.0%,$ -,-100.0%,$ -,"$ 1 95,480"
92332,0.0%,$ -,0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
92333,13.6%,"$ 4 16,335,616",20.4%,"$ 3 66,506,857",36.7%,"$ 3 04,524,972",23.0%,"$ 2 22,714,865","$ 1 81,008,373"
92335,88.7%,"$ 2 22,142,366",29.3%,"$ 1 17,743,682",3.2%,"$ 9 1,040,313",2.9%,"$ 8 8,184,449","$ 8 5,734,981"
92336,207.8%,"$ 4 82,068,869",58.0%,"$ 1 56,592,744",8.0%,"$ 9 9,084,309",14.5%,"$ 9 1,766,360","$ 8 0,146,944"
92337,145.2%,"$ 1 93,950,146",61.3%,"$ 7 9,108,542",5.6%,"$ 4 9,034,114",21.0%,"$ 4 6,443,821","$ 3 8,381,374"
92338,0.0%,"$ 4 06,000",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
92339,15.1%,"$ 2 58,812,667",14.9%,"$ 2 24,946,496",23.4%,"$ 1 95,856,991",23.4%,"$ 1 58,672,565","$ 1 28,541,194"
92341,13.0%,"$ 3 37,833,402",17.1%,"$ 2 98,891,516",26.3%,"$ 2 55,274,961",25.1%,"$ 2 02,092,449","$ 1 61,588,797"
92342,250.3%,"$ 3 1,206,484",52.6%,"$ 8 ,908,597",14.3%,"$ 5 ,836,372",31.6%,"$ 5 ,105,882","$ 3 ,880,119"
92344,66.0%,"$ 6 04,804,502",51.9%,"$ 3 64,264,095",53.0%,"$ 2 39,742,223",75.8%,"$ 1 56,664,316","$ 8 9,131,654"
92345,185.9%,"$ 4 19,619,962",63.1%,"$ 1 46,761,741",27.4%,"$ 8 9,974,573",21.1%,"$ 7 0,604,533","$ 5 8,281,669"
92346,146.7%,"$ 5 49,825,081",70.1%,"$ 2 22,862,981",54.2%,"$ 1 30,998,656",29.0%,"$ 8 4,967,887","$ 6 5,877,383"
92347,175.1%,"$ 4 ,634,823",78.7%,"$ 1 ,684,771",125.8%,"$ 9 42,925",5.7%,"$ 4 17,683","$ 3 95,289"
92352,7.3%,"$ 6 ,207,816,029",13.1%,"$ 5 ,784,143,858",26.5%,"$ 5 ,116,111,492",39.8%,"$ 4 ,043,433,951","$ 2 ,892,615,639"
92354,268.2%,"$ 2 11,119,940",115.2%,"$ 5 7,342,503",11.0%,"$ 2 6,647,785",42.5%,"$ 2 3,998,795","$ 1 6,842,479"
92356,85.2%,"$ 4 7,636,323",26.3%,"$ 2 5,716,382",29.1%,"$ 2 0,358,056",48.3%,"$ 1 5,771,341","$ 1 0,633,873"
92358,13.9%,"$ 1 18,830,038",30.1%,"$ 1 04,312,684",13.6%,"$ 8 0,156,432",18.0%,"$ 7 0,531,397","$ 5 9,761,172"
92359,84.8%,"$ 1 93,566,646",53.5%,"$ 1 04,723,793",63.5%,"$ 6 8,212,493",49.8%,"$ 4 1,727,544","$ 2 7,862,608"
92363,136.4%,"$ 1 6,380,544",151.7%,"$ 6 ,930,360",7.5%,"$ 2 ,753,517",23.3%,"$ 2 ,562,371","$ 2 ,078,025"
92364,-36.6%,"$ 1 ,199,169",67.6%,"$ 1 ,890,621",64.5%,"$ 1 ,128,137",4.7%,"$ 6 85,746","$ 6 55,216"
92365,73.5%,"$ 1 6,684,914",40.3%,"$ 9 ,618,498",49.0%,"$ 6 ,855,429",10.5%,"$ 4 ,599,758","$ 4 ,161,980"
92368,288.3%,"$ 6 ,374,786",57.3%,"$ 1 ,641,788",-17.3%,"$ 1 ,043,411",187.3%,"$ 1 ,261,367","$ 4 39,057"
92371,91.4%,"$ 5 14,426,435",87.7%,"$ 2 68,756,320",56.5%,"$ 1 43,156,475",56.6%,"$ 9 1,447,357","$ 5 8,396,848"
92372,84.8%,"$ 2 38,019,810",71.6%,"$ 1 28,830,665",105.4%,"$ 7 5,097,823",65.7%,"$ 3 6,561,378","$ 2 2,069,987"
92373,61.4%,"$ 1 ,034,711,494",52.3%,"$ 6 41,093,254",51.2%,"$ 4 20,816,732",42.2%,"$ 2 78,302,298","$ 1 95,740,887"
92374,156.6%,"$ 2 35,629,735",61.7%,"$ 9 1,826,098",64.3%,"$ 5 6,798,410",40.3%,"$ 3 4,575,534","$ 2 4,635,693"
92376,76.9%,"$ 2 00,402,826",25.5%,"$ 1 13,272,747",15.7%,"$ 9 0,264,769",-0.5%,"$ 7 8,037,908","$ 7 8,460,110"
92377,185.3%,"$ 1 15,431,328",79.2%,"$ 4 0,465,231",9.9%,"$ 2 2,577,915",21.9%,"$ 2 0,536,892","$ 1 6,851,346"
92378,18.6%,"$ 9 7,774,627",22.9%,"$ 8 2,435,578",22.5%,"$ 6 7,066,122",29.7%,"$ 5 4,744,080","$ 4 2,210,880"
92382,12.2%,"$ 1 ,555,257,213",17.0%,"$ 1 ,385,893,038",27.5%,"$ 1 ,184,110,623",17.9%,"$ 9 29,068,155","$ 7 87,746,300"
92385,19.2%,"$ 1 05,828,893",12.8%,"$ 8 8,797,711",22.8%,"$ 7 8,698,657",43.0%,"$ 6 4,110,371","$ 4 4,823,164"
92386,23.4%,"$ 7 63,672,724",16.2%,"$ 6 18,810,862",34.5%,"$ 5 32,407,406",24.2%,"$ 3 95,803,402","$ 3 18,759,887"
92391,13.6%,"$ 5 79,215,216",14.0%,"$ 5 09,876,025",15.9%,"$ 4 47,121,185",37.5%,"$ 3 85,728,989","$ 2 80,508,564"
92392,276.2%,"$ 3 09,867,548",92.3%,"$ 8 2,364,203",11.5%,"$ 4 2,842,115",17.6%,"$ 3 8,434,492","$ 3 2,687,897"
92394,240.2%,"$ 1 35,637,519",50.9%,"$ 3 9,874,666",9.5%,"$ 2 6,433,272",-5.3%,"$ 2 4,138,052","$ 2 5,496,098"
92395,179.9%,"$ 1 24,660,796",23.5%,"$ 4 4,534,570",8.8%,"$ 3 6,057,592",32.8%,"$ 3 3,147,408","$ 2 4,953,876"
92397,15.8%,"$ 9 57,456,356",35.2%,"$ 8 26,526,275",57.7%,"$ 6 11,559,460",43.1%,"$ 3 87,708,605","$ 2 70,893,668"
92398,190.2%,"$ 4 ,502,630",108.2%,"$ 1 ,551,599",-9.9%,"$ 7 45,139",42.0%,"$ 8 26,669","$ 5 81,959"
92399,52.0%,"$ 1 ,658,607,447",44.0%,"$ 1 ,091,529,394",49.7%,"$ 7 57,802,773",46.2%,"$ 5 06,283,718","$ 3 46,203,676"
92401,3.5%,"$ 2 ,608,097",-24.3%,"$ 2 ,520,690",12.8%,"$ 3 ,328,947",-24.7%,"$ 2 ,950,153","$ 3 ,919,886"
92404,88.3%,"$ 4 11,069,838",65.0%,"$ 2 18,361,003",3.9%,"$ 1 32,301,967",13.5%,"$ 1 27,373,100","$ 1 12,181,427"
92405,83.6%,"$ 1 71,262,618",21.3%,"$ 9 3,292,856",12.7%,"$ 7 6,936,171",1.0%,"$ 6 8,259,267","$ 6 7,554,340"
92407,95.9%,"$ 7 74,023,923",48.6%,"$ 3 95,176,977",18.4%,"$ 2 65,855,791",19.4%,"$ 2 24,474,004","$ 1 88,024,558"
92408,132.7%,"$ 4 4,070,722",6.1%,"$ 1 8,941,339",-0.5%,"$ 1 7,857,763",-2.4%,"$ 1 7,948,247","$ 1 8,392,814"
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
92410,62.2%,"$ 1 49,487,926",9.8%,"$ 9 2,166,814",-2.9%,"$ 8 3,904,000",6.2%,"$ 8 6,377,896","$ 8 1,321,649"
92411,53.0%,"$ 1 06,667,563",10.0%,"$ 6 9,716,517",10.8%,"$ 6 3,359,535",3.2%,"$ 5 7,190,838","$ 5 5,443,076"
93558,0.0%,"$ 1 ,187,114",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
93562,92.2%,"$ 5 ,798,113",72.2%,"$ 3 ,016,706",-32.2%,"$ 1 ,751,837",15.7%,"$ 2 ,584,526","$ 2 ,233,894"
91901,21.6%,"$ 2 ,748,342,801",36.1%,"$ 2 ,259,496,615",59.5%,"$ 1 ,659,686,443",36.4%,"$ 1 ,040,708,970","$ 7 63,162,081"
91902,158.7%,"$ 9 3,528,621",78.1%,"$ 3 6,147,554",29.3%,"$ 2 0,298,836",-31.2%,"$ 1 5,695,925","$ 2 2,824,868"
91905,50.8%,"$ 9 3,934,504",41.1%,"$ 6 2,283,635",31.3%,"$ 4 4,155,220",43.3%,"$ 3 3,631,207","$ 2 3,466,863"
91906,44.5%,"$ 2 49,308,188",48.5%,"$ 1 72,559,307",67.7%,"$ 1 16,195,099",34.1%,"$ 6 9,272,842","$ 5 1,655,780"
91910,373.5%,"$ 9 7,971,473",133.3%,"$ 2 0,689,149",-37.0%,"$ 8 ,869,308",47.1%,"$ 1 4,074,394","$ 9 ,566,523"
91911,398.6%,"$ 6 6,900,464",58.5%,"$ 1 3,418,212",0.9%,"$ 8 ,467,581",18.9%,"$ 8 ,392,690","$ 7 ,058,652"
91913,300.4%,"$ 1 22,444,658",213.0%,"$ 3 0,583,713",29.1%,"$ 9 ,772,039",105.7%,"$ 7 ,567,189","$ 3 ,679,125"
91914,232.0%,"$ 3 72,514,100",126.9%,"$ 1 12,219,054",75.2%,"$ 4 9,457,337",60.0%,"$ 2 8,227,564","$ 1 7,640,020"
91915,525.7%,"$ 1 30,187,010",110.1%,"$ 2 0,806,708",77.0%,"$ 9 ,903,064",11.9%,"$ 5 ,596,402","$ 5 ,002,560"
91916,13.4%,"$ 3 12,391,209",23.3%,"$ 2 75,358,476",37.0%,"$ 2 23,414,395",27.4%,"$ 1 63,080,203","$ 1 27,963,690"
91917,20.6%,"$ 5 1,360,824",19.6%,"$ 4 2,601,471",16.6%,"$ 3 5,621,604",30.8%,"$ 3 0,554,602","$ 2 3,359,689"
91931,0.0%,"$ 3 5,758,810",0.0%,$ -,0.0%,$ -,0.0%,$ -,$ -
91932,153.5%,"$ 2 0,685,917",93.7%,"$ 8 ,159,562",6.7%,"$ 4 ,213,527",85.8%,"$ 3 ,947,694","$ 2 ,124,424"
91934,62.3%,"$ 1 2,936,802",27.8%,"$ 7 ,971,835",52.7%,"$ 6 ,236,855",-12.1%,"$ 4 ,084,371","$ 4 ,644,756"
91935,28.1%,"$ 1 ,523,558,035",29.1%,"$ 1 ,189,079,450",42.4%,"$ 9 21,363,772",26.8%,"$ 6 47,251,638","$ 5 10,397,294"
91941,210.8%,"$ 1 02,806,748",40.9%,"$ 3 3,082,778",91.4%,"$ 2 3,471,449",22.4%,"$ 1 2,263,643","$ 1 0,022,281"
91942,612.2%,"$ 2 0,941,390",0.6%,"$ 2 ,940,249",52.0%,"$ 2 ,923,527",-19.5%,"$ 1 ,922,778","$ 2 ,389,498"
91945,162.6%,"$ 2 6,130,382",57.5%,"$ 9 ,952,348",-13.2%,"$ 6 ,318,149",2.6%,"$ 7 ,280,913","$ 7 ,093,672"
91950,197.9%,"$ 4 3,745,820",39.3%,"$ 1 4,685,967",1.8%,"$ 1 0,545,423",-20.5%,"$ 1 0,362,098","$ 1 3,033,549"
91962,16.5%,"$ 2 96,388,267",27.1%,"$ 2 54,377,804",22.5%,"$ 2 00,128,354",15.5%,"$ 1 63,313,118","$ 1 41,425,235"
91963,16.5%,"$ 4 4,229,043",30.4%,"$ 3 7,961,728",35.0%,"$ 2 9,109,955",33.8%,"$ 2 1,557,853","$ 1 6,114,655"
91977,273.5%,"$ 2 39,883,708",65.6%,"$ 6 4,219,238",33.4%,"$ 3 8,780,359",30.8%,"$ 2 9,066,855","$ 2 2,214,321"
91978,82.9%,"$ 2 43,267,334",64.5%,"$ 1 33,027,810",55.8%,"$ 8 0,856,725",6.4%,"$ 5 1,890,276","$ 4 8,778,345"
91980,7.2%,"$ 2 ,497,617",159.0%,"$ 2 ,329,844",-26.4%,"$ 8 99,447",-19.8%,"$ 1 ,222,676","$ 1 ,524,231"
92003,90.5%,"$ 4 21,203,346",85.9%,"$ 2 21,114,631",146.0%,"$ 1 18,933,835",133.7%,"$ 4 8,340,238","$ 2 0,683,447"
92004,87.6%,"$ 2 8,256,677",22.4%,"$ 1 5,062,639",45.5%,"$ 1 2,307,445",59.1%,"$ 8 ,457,203","$ 5 ,316,982"
92007,561.1%,"$ 3 5,829,039",88.1%,"$ 5 ,419,565",0.0%,"$ 2 ,880,850",-100.0%,$ -,"$ 1 ,535,628"
92008,236.1%,"$ 9 3,658,832",27.0%,"$ 2 7,868,824",31.8%,"$ 2 1,943,782",105.8%,"$ 1 6,643,187","$ 8 ,086,351"
92009,333.2%,"$ 6 98,314,363",107.0%,"$ 1 61,188,581",33.0%,"$ 7 7,851,701",53.4%,"$ 5 8,542,164","$ 3 8,162,247"
92010,249.4%,"$ 8 7,048,135",188.1%,"$ 2 4,916,357",43.3%,"$ 8 ,649,476",114.7%,"$ 6 ,034,765","$ 2 ,810,801"
92011,705.1%,"$ 1 29,361,521",64.0%,"$ 1 6,066,946",-8.8%,"$ 9 ,795,344",319.3%,"$ 1 0,742,945","$ 2 ,562,402"
92014,179.3%,"$ 2 05,955,823",85.8%,"$ 7 3,750,952",94.6%,"$ 3 9,701,216",67.0%,"$ 2 0,406,254","$ 1 2,216,540"
92019,110.0%,"$ 1 ,157,159,825",70.4%,"$ 5 50,924,105",65.5%,"$ 3 23,365,112",53.5%,"$ 1 95,430,674","$ 1 27,313,193"
92020,376.6%,"$ 9 6,524,121",74.1%,"$ 2 0,254,171",-3.1%,"$ 1 1,632,855",66.0%,"$ 1 1,999,159","$ 7 ,229,457"
92021,100.8%,"$ 9 39,073,885",85.9%,"$ 4 67,716,532",80.1%,"$ 2 51,533,949",50.9%,"$ 1 39,667,105","$ 9 2,528,962"
92024,206.3%,"$ 5 48,646,867",53.0%,"$ 1 79,121,407",36.1%,"$ 1 17,104,602",153.2%,"$ 8 6,030,893","$ 3 3,979,981"
92025,93.5%,"$ 4 24,710,332",50.4%,"$ 2 19,478,990",61.9%,"$ 1 45,967,728",80.5%,"$ 9 0,182,586","$ 4 9,950,362"
92026,62.8%,"$ 1 ,918,121,984",51.3%,"$ 1 ,178,540,371",79.7%,"$ 7 78,811,851",48.1%,"$ 4 33,318,138","$ 2 92,591,994"
92027,117.7%,"$ 7 51,158,752",87.1%,"$ 3 45,001,618",30.3%,"$ 1 84,437,191",97.1%,"$ 1 41,569,803","$ 7 1,808,698"
Total,59.4%,"$ 431,066,383,171",33.8%,"$ 2 70,510,184,565",29.8%,"$ 2 02,103,248,060",35.0%,"$ 1 55,719,573,171","$ 1 15,311,779,134"
92028,71.2%,"$ 3 ,002,456,225",93.9%,"$ 1 ,753,520,174",87.2%,"$ 9 04,258,177",56.0%,"$ 4 83,021,651","$ 3 09,627,531"
